,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
2579,2552213,133734,178998,202431,197079,353682,1065924,326666,138787,115981,136884,718318,97339,42.0,28.0,4.0
2580,13095,813,1036,1358,1059,1585,5851,1546,757,589,1017,3909,942,45.0,30.0,7.0
2581,18947,1163,1500,1281,1207,2298,7449,2201,1086,900,1155,5342,1064,39.0,28.0,6.0
2582,5172,225,304,264,291,554,1638,683,386,378,634,2081,447,32.0,40.0,9.0
2583,781321,41577,51791,54575,55363,116328,319634,106511,42109,31118,39390,219128,21093,41.0,28.0,3.0
2584,20474,987,996,1107,1208,2487,6785,2992,1448,1283,1968,7691,1998,33.0,38.0,10.0
2585,2224,143,87,99,74,375,778,297,192,108,297,894,192,35.0,40.0,9.0
2586,10822,812,658,674,497,1288,3929,1253,495,774,840,3362,669,36.0,31.0,6.0
2587,3433,319,247,162,181,298,1207,439,214,260,429,1342,417,35.0,39.0,12.0
2588,11434,687,1001,758,678,1384,4508,1442,686,494,1122,3744,897,39.0,33.0,8.0
2589,18278,1157,1341,853,936,1669,5956,2466,1176,1323,2026,6991,1790,33.0,38.0,10.0
2590,155744,8355,12434,12404,11037,18297,62527,17417,8392,6576,8269,40654,6299,40.0,26.0,4.0
2591,2111,114,135,35,37,273,594,233,67,165,381,846,176,28.0,40.0,8.0
2592,164092,9488,10206,9543,9829,21181,60247,22288,9835,8844,11043,52010,6798,37.0,32.0,4.0
2593,834825,53692,70698,61922,55285,105726,347323,99799,45437,36332,49706,231274,41246,42.0,28.0,5.0
2594,41016,3693,6085,2513,2140,4003,18434,4583,2120,1995,2934,11632,2425,45.0,28.0,6.0
2595,17289,992,1250,1107,1060,2207,6616,2473,1107,1124,1563,6267,1302,38.0,36.0,8.0
2596,33787,1684,2154,1900,2076,4043,11857,4888,2406,1983,3649,12926,2585,35.0,38.0,8.0
2597,24963,1197,1206,1100,1161,2428,7092,3541,2070,1812,3133,10556,2612,28.0,42.0,10.0
2598,3875,203,265,233,200,404,1305,370,317,222,497,1406,427,34.0,36.0,11.0
2599,5953,297,371,338,362,664,2032,731,403,341,613,2088,511,34.0,35.0,9.0
2600,1414,74,5,32,54,139,304,208,15,104,176,503,176,21.0,36.0,12.0
2601,711421,38903,38082,37332,44702,101292,260311,96623,43737,34073,38284,212717,20714,37.0,30.0,3.0
2602,10639,530,497,513,448,1269,3257,1450,740,765,1185,4140,889,31.0,39.0,8.0
2603,19646,955,964,961,1209,2567,6656,2715,1346,1299,2029,7389,1514,34.0,38.0,8.0
2604,19110,1332,1962,1396,1472,2091,8253,2180,781,816,1287,5064,938,43.0,26.0,5.0
2605,19889,1231,1003,1472,1239,2268,7213,2227,988,719,930,4864,842,36.0,24.0,4.0
2606,321184,16224,19967,19592,20650,40141,116574,45160,21452,18757,22795,108164,15344,36.0,34.0,5.0
2607,6739,254,332,380,648,1390,3004,1130,421,248,295,2094,365,45.0,31.0,5.0
2608,25939,1193,1206,948,1129,2329,6805,3252,1745,2236,3648,10881,3441,26.0,42.0,13.0
2609,1420,73,20,50,48,195,386,121,144,54,80,399,94,27.0,28.0,7.0
2610,7510,483,408,275,320,850,2336,1057,632,561,861,3111,642,31.0,41.0,9.0
2611,20558,1150,1263,1112,1146,2317,6988,2635,1500,956,1900,6991,1352,34.0,34.0,7.0
2612,22962,1060,1292,1574,1598,3035,8559,2964,1466,1164,1826,7420,1739,37.0,32.0,8.0
2613,126146,6827,7878,7136,7182,14259,43282,17002,8422,7959,11700,45083,8612,34.0,36.0,7.0
2614,123402,6886,9202,8485,8291,14925,47789,15602,7893,6632,9041,39168,8037,39.0,32.0,7.0
2615,27358,1327,1570,1679,1589,3477,9642,3914,1832,1898,2570,10214,1717,35.0,37.0,6.0
2616,150889,9262,8563,8290,9384,19882,55381,20634,8949,7114,10767,47464,7441,37.0,31.0,5.0
2617,34527,2337,2938,2460,2327,4182,14244,4318,2118,1497,2356,10289,2070,41.0,30.0,6.0
2618,3102,278,182,84,112,313,969,426,208,223,404,1261,325,31.0,41.0,10.0
2619,8220,413,395,347,347,867,2369,1047,606,614,1092,3359,1059,29.0,41.0,13.0
2620,5532,340,314,323,293,682,1952,736,371,234,458,1799,368,35.0,33.0,7.0
2621,3990,224,157,274,241,458,1354,538,400,241,393,1572,316,34.0,39.0,8.0
2622,55993,2699,3177,3349,3527,7019,19771,7722,3845,3373,4889,19829,3301,35.0,35.0,6.0
2623,4525519,239981,317275,354057,350380,624024,1885717,561971,250489,204046,237369,1253875,152062,42.0,28.0,3.0
2624,66606,3461,4492,3980,4070,7928,23931,9010,4423,4287,5715,23435,4148,36.0,35.0,6.0
2625,5821,230,224,424,608,1092,2578,915,405,225,468,2013,392,44.0,35.0,7.0
2626,5806,259,290,442,456,653,2100,759,320,484,584,2147,695,36.0,37.0,12.0
2627,194843,12978,23127,12555,11689,22845,83194,20929,9921,8657,10834,50341,6184,43.0,26.0,3.0
2628,4152,211,185,232,268,549,1445,460,258,194,322,1234,264,35.0,30.0,6.0
2629,79687,3738,4605,4113,3997,8816,25269,10651,5995,5317,9438,31401,6652,32.0,39.0,8.0
2630,839539,56311,63510,54652,54399,107379,336251,86154,35740,30224,46412,198530,36532,40.0,24.0,4.0
2631,35098,1810,1979,1907,1822,3800,11318,4603,2459,2277,3986,13325,2869,32.0,38.0,8.0
2632,23273,1731,1949,1539,1495,2480,9194,2880,1414,1239,1785,7318,1352,40.0,31.0,6.0
2633,55418,2403,2842,2519,2898,5205,15867,7198,4398,3656,7062,22314,5351,29.0,40.0,10.0
2634,35929,1701,2115,2075,2054,4226,12171,4815,2476,2022,3343,12656,2699,34.0,35.0,8.0
2635,22849,928,1349,1171,1286,2932,7666,3440,1791,1421,2522,9174,2143,34.0,40.0,9.0
2636,36491,1899,2858,2646,2529,4974,14906,5370,2172,1984,2424,11950,2126,41.0,33.0,6.0
2637,3702,217,130,256,208,360,1171,425,273,179,341,1218,196,32.0,33.0,5.0
2638,90322,4709,6305,5444,5106,10574,32138,12403,5735,5505,7802,31445,5405,36.0,35.0,6.0
2639,21704,1161,1346,1199,1433,2715,7854,2807,1533,1370,1734,7444,1471,36.0,34.0,7.0
2640,1592,64,104,90,69,146,473,318,121,124,135,698,123,30.0,44.0,8.0
2641,8839,501,781,605,541,1034,3462,1430,598,542,797,3367,587,39.0,38.0,7.0
2642,14756,887,694,812,901,1591,4885,1966,1076,918,1288,5248,1069,33.0,36.0,7.0
2643,35444,1670,2128,1847,1848,4314,11807,4782,2768,2142,3612,13304,2626,33.0,38.0,7.0
2644,2236,110,26,48,97,207,488,386,209,219,464,1278,148,22.0,57.0,7.0
2645,254574,13830,19250,18635,18097,31382,101194,34385,16795,14079,17635,82894,15629,40.0,33.0,6.0
2646,5262,220,415,244,387,536,1802,537,241,469,633,1880,333,34.0,36.0,6.0
2647,41318,2552,2749,2602,2644,4785,15332,5179,2527,2213,3205,13124,2522,37.0,32.0,6.0
2648,160173,8566,9582,9495,9967,20669,58279,21950,10383,8349,12187,52869,7643,36.0,33.0,5.0
2649,19969,673,1680,1783,1670,3061,8867,2860,1391,938,1606,6795,1208,44.0,34.0,6.0
2650,15051,633,1231,1248,1360,1863,6335,1889,880,787,1072,4628,1087,42.0,31.0,7.0
2651,114852,6048,6079,6595,7450,15421,41593,15262,6903,5800,7823,35788,4672,36.0,31.0,4.0
2652,40306,2447,1683,1365,1648,4509,11652,5594,2623,2908,3958,15083,2946,29.0,37.0,7.0
2653,564,16,29,56,31,55,187,61,45,16,49,171,19,33.0,30.0,3.0
2654,680,27,25,69,18,75,214,83,70,60,146,359,95,31.0,53.0,14.0
2655,50761,2403,2987,2485,2278,4636,14789,6273,3391,3954,6848,20466,6263,29.0,40.0,12.0
2656,4432,204,161,225,159,400,1149,590,426,426,710,2152,534,26.0,49.0,12.0
2657,289,17,5,32,22,30,106,50,25,15,24,114,22,37.0,39.0,8.0
2658,3631,105,218,239,270,317,1149,574,424,265,272,1535,252,32.0,42.0,7.0
2659,31540,2701,4648,2506,1920,3237,15012,3076,1520,1592,2243,8431,1673,48.0,27.0,5.0
2660,3753,177,188,225,204,444,1238,431,271,201,353,1256,423,33.0,33.0,11.0
2661,49401,2489,3310,2849,2710,5882,17240,6594,3270,3021,5109,17994,3793,35.0,36.0,8.0
2662,13368,811,817,751,841,1516,4736,1710,778,786,1091,4365,1134,35.0,33.0,8.0
2663,20473,1124,1102,1076,1076,2545,6923,2750,1305,1485,2109,7649,1422,34.0,37.0,7.0
2664,7418,489,434,728,504,785,2940,834,256,368,593,2051,387,40.0,28.0,5.0
2665,19859,911,1022,911,965,1950,5759,2684,1296,1522,2133,7635,2117,29.0,38.0,11.0
2666,16850,1218,944,711,876,2018,5767,2352,1305,1160,1552,6369,1181,34.0,38.0,7.0
2667,16966,885,755,795,779,1905,5119,2057,1271,1223,2304,6855,1509,30.0,40.0,9.0
2668,79884,4038,5625,5220,5184,10294,30361,10816,5105,4443,5987,26351,3659,38.0,33.0,5.0
2669,23480,1258,1442,1594,1418,2723,8435,3063,1687,1521,2250,8521,1714,36.0,36.0,7.0
2670,3495,245,210,271,249,378,1353,461,194,222,218,1095,228,39.0,31.0,7.0
2671,12043,549,532,769,791,1497,4138,1580,795,782,1350,4507,1019,34.0,37.0,8.0
2672,20195,698,797,622,678,1503,4298,2372,1449,2045,3631,9497,2868,21.0,47.0,14.0
2673,74,0,5,10,10,18,43,7,27,10,24,68,0,58.0,92.0,0.0
2674,298042,20092,37408,22354,19861,31989,131704,32627,16580,13070,18296,80573,15153,44.0,27.0,5.0
2675,5785,420,214,330,337,621,1922,854,386,327,490,2057,426,33.0,36.0,7.0
2676,8145,402,315,587,410,873,2587,1039,509,753,994,3295,716,32.0,40.0,9.0
2677,245720,17251,25447,15836,14993,26989,100516,28900,14624,12290,16872,72686,14729,41.0,30.0,6.0
2678,600,30,40,77,25,82,254,71,40,18,127,256,104,42.0,43.0,17.0
2679,13979,395,1908,1331,1293,1985,6912,1483,770,685,1106,4044,916,49.0,29.0,7.0
2680,10140,369,482,457,535,1107,2950,1556,824,903,1376,4659,1006,29.0,46.0,10.0
2681,5547,380,351,309,301,612,1953,732,217,310,410,1669,226,35.0,30.0,4.0
2682,4122,158,258,225,169,320,1130,552,436,259,681,1928,411,27.0,47.0,10.0
2683,36744,2030,2379,2280,2247,4035,12971,4745,2092,2933,3109,12879,2418,35.0,35.0,7.0
2684,57471,4108,4441,3567,3338,6986,22440,6203,2992,2413,3568,15176,2708,39.0,26.0,5.0
2685,48548,2959,3214,2938,2559,5585,17255,6830,3336,2954,4105,17225,2933,36.0,35.0,6.0
2686,2123,71,71,88,120,212,562,317,118,134,339,908,222,26.0,43.0,10.0
2687,159883,7682,11518,12944,11610,18009,61763,18797,9220,7904,8121,44042,7439,39.0,28.0,5.0
2688,24479,1337,1347,1193,1277,2581,7735,3282,1755,1602,2533,9172,2069,32.0,37.0,8.0
2689,4887,311,115,122,239,506,1293,629,310,338,640,1917,563,26.0,39.0,12.0
2690,8774,441,896,923,763,1366,4389,1039,545,477,672,2733,567,50.0,31.0,6.0
2691,19406,1017,980,1042,1010,2078,6127,2699,1397,1261,2267,7624,1850,32.0,39.0,10.0
2692,535187,27612,29561,30478,33174,69914,190739,71987,32796,28254,36691,169728,21917,36.0,32.0,4.0
2693,22016,1408,1603,1511,1639,2809,8970,2590,1053,1160,1186,5989,941,41.0,27.0,4.0
2694,12530,627,622,747,706,1395,4097,1566,945,880,1349,4740,1298,33.0,38.0,10.0
2695,1114,90,85,43,64,83,365,164,50,49,139,402,124,33.0,36.0,11.0
2696,65411,5705,8732,4202,3740,6580,28959,7166,4101,3197,4565,19029,3585,44.0,29.0,5.0
2697,48239,2884,2845,2991,2567,5842,17129,6443,2996,2908,4494,16841,3067,36.0,35.0,6.0
2698,14187,1007,957,689,766,1786,5205,1969,832,1152,1459,5412,968,37.0,38.0,7.0
2699,14990,881,1017,797,861,1792,5348,1798,1048,936,1410,5192,1120,36.0,35.0,7.0
2700,358484,19988,26689,25954,24496,42947,140074,45593,22828,19580,25377,113378,19497,39.0,32.0,5.0
2701,10484,717,598,713,666,1426,4120,1317,651,433,613,3014,463,39.0,29.0,4.0
2702,2083,241,136,95,98,192,762,216,151,93,190,650,131,37.0,31.0,6.0
2703,83909,4387,5324,5154,5145,10283,30293,11758,5798,4963,7086,29605,5192,36.0,35.0,6.0
2704,28109,1507,1658,1521,1461,3144,9291,3912,1979,1820,2932,10643,2050,33.0,38.0,7.0
2705,23574,1075,1490,1407,1592,2869,8433,2887,1736,1577,2223,8423,1724,36.0,36.0,7.0
2706,125963,6862,7189,6599,6901,15468,43019,18678,8589,7770,10663,45700,6488,34.0,36.0,5.0
2707,9871,675,696,642,641,1158,3812,1276,667,409,687,3039,558,39.0,31.0,6.0
2708,15804,823,917,1386,1224,2142,6492,2200,863,903,1076,5042,864,41.0,32.0,5.0
2709,46974,2175,2602,2568,2632,5427,15404,6348,3504,3432,5717,19001,3288,33.0,40.0,7.0
2710,121230,6166,8954,9543,9105,15492,49260,15412,7266,5966,7507,36151,6331,41.0,30.0,5.0
2711,7191,497,157,368,256,1080,2358,832,411,425,835,2503,627,33.0,35.0,9.0
2712,11246,460,478,495,557,1208,3198,1522,835,897,1555,4809,996,28.0,43.0,9.0
2713,130552,7149,9359,9416,9100,15750,50774,15894,8365,7231,9519,41009,7157,39.0,31.0,5.0
2714,3735,206,160,248,253,477,1344,474,317,165,229,1185,203,36.0,32.0,5.0
2715,3358,232,144,87,91,346,900,299,280,238,567,1384,573,27.0,41.0,17.0
2716,12353,580,665,558,775,1414,3992,1627,969,886,1661,5143,1113,32.0,42.0,9.0
2717,14791,788,1121,1008,1237,1945,6099,1936,876,642,986,4440,881,41.0,30.0,6.0
2718,7293,456,449,340,329,819,2393,971,550,411,832,2764,684,33.0,38.0,9.0
2719,889,48,16,49,58,89,260,119,41,98,100,358,62,29.0,40.0,7.0
2720,16727,925,1096,790,887,1782,5480,2277,1159,1010,1715,6161,1354,33.0,37.0,8.0
2721,90414,4829,4041,4409,5727,13094,32100,12714,5497,4147,5985,28343,3614,36.0,31.0,4.0
2722,10266,579,681,385,556,1157,3358,1282,751,710,1152,3895,1001,33.0,38.0,10.0
2723,53026,2618,3533,3593,3568,6771,20083,7396,3772,3185,4437,18790,3524,38.0,35.0,7.0
2724,10429,384,490,375,452,901,2602,1304,862,753,1731,4650,1252,25.0,45.0,12.0
2725,8403,477,341,384,494,772,2468,1223,569,726,1249,3767,930,29.0,45.0,11.0
2726,27436,1495,1298,1230,1205,3122,8350,3698,2205,1988,3214,11105,1993,30.0,40.0,7.0
2727,66867,4052,4399,4186,4153,7992,24782,8631,4276,3422,5311,21640,3778,37.0,32.0,6.0
2728,5851,257,371,479,305,711,2123,645,390,395,728,2158,554,36.0,37.0,9.0
2729,3122,215,239,111,164,386,1115,355,197,212,302,1066,176,36.0,34.0,6.0
2730,17346,925,1225,1080,1274,2096,6600,2304,951,1028,1361,5644,1077,38.0,33.0,6.0
2731,3348,194,152,186,130,419,1081,474,223,269,310,1276,297,32.0,38.0,9.0
2732,25689,1267,1896,1331,1475,3114,9083,3259,1562,1593,2301,8715,1762,35.0,34.0,7.0
2733,3067,175,137,124,235,452,1123,486,188,178,206,1058,176,37.0,34.0,6.0
2734,222277,12379,16493,14986,13798,25949,83605,26850,13846,11968,18089,70753,14684,38.0,32.0,7.0
2735,8650,504,461,424,490,1108,2987,1206,616,511,929,3262,611,35.0,38.0,7.0
2736,63420,4522,5032,4073,3833,7796,25256,6764,2762,2465,3940,15931,2974,40.0,25.0,5.0
2737,9365,520,644,573,581,1051,3369,1226,538,681,1004,3449,762,36.0,37.0,8.0
2738,1139,78,36,85,87,123,409,168,139,64,141,512,69,36.0,45.0,6.0
2739,1084,33,8,45,63,135,284,204,98,88,219,609,160,26.0,56.0,15.0
2740,3894,218,220,204,330,486,1458,497,275,146,329,1247,257,37.0,32.0,7.0
2741,7541,408,587,514,471,835,2815,908,371,501,680,2460,676,37.0,33.0,9.0
2742,1983675,106094,131142,141790,140461,268964,788451,265096,112211,92601,112614,582522,76686,40.0,29.0,4.0
2743,135371,8617,14730,10197,8983,14090,56617,15512,7723,6603,9731,39569,8595,42.0,29.0,6.0
2744,721,17,16,27,68,183,311,112,45,58,102,317,144,43.0,44.0,20.0
2745,12755,817,751,899,870,1408,4745,1639,900,501,980,4020,830,37.0,32.0,7.0
2746,1541,69,70,64,72,122,397,225,124,86,229,664,215,26.0,43.0,14.0
2747,32664,2027,2502,1899,1923,4168,12519,3973,1825,1618,2418,9834,1727,38.0,30.0,5.0
2748,116906,7093,10962,9258,8017,11998,47328,13692,7081,6431,8744,35948,7598,40.0,31.0,6.0
2749,1176584,55316,88184,114214,105463,175330,538507,142812,60776,52544,55258,311390,35972,46.0,26.0,3.0
2750,14481,776,469,636,716,1560,4157,1810,1028,1160,2033,6031,1651,29.0,42.0,11.0
2751,21456,826,1811,1301,1252,2513,7703,2777,1423,1488,2488,8176,1860,36.0,38.0,9.0
2752,40506,2426,2238,2153,2275,4592,13684,5591,2942,2757,3962,15252,2679,34.0,38.0,7.0
2753,3575,189,200,238,236,366,1229,413,215,145,239,1012,203,34.0,28.0,6.0
2754,27015,1773,1985,1640,1591,3052,10041,3047,1377,1533,2362,8319,1916,37.0,31.0,7.0
2755,48976,3017,3964,3549,3178,5837,19545,5501,2355,2305,3662,13823,2881,40.0,28.0,6.0
2756,53607,2803,2698,2451,2692,6166,16810,7337,3921,3624,5897,20779,4329,31.0,39.0,8.0
2757,91518,5253,6068,6158,5969,10434,33882,11593,5855,5279,7140,29867,5648,37.0,33.0,6.0
2758,70818,5628,9694,5305,4560,9832,35019,9580,4434,3183,4371,21568,3250,49.0,30.0,5.0
2759,48443,5633,5820,2170,2354,4661,20638,5463,2831,2156,3226,13676,1879,43.0,28.0,4.0
2760,11498,751,649,685,737,1309,4131,1406,704,573,841,3524,753,36.0,31.0,7.0
2761,34667,2616,2261,1644,1766,3589,11876,4478,2541,2120,3620,12759,3088,34.0,37.0,9.0
2762,269624,18559,20698,17859,17599,35409,110124,28914,11069,10043,12778,62804,9273,41.0,23.0,3.0
2763,41430,2211,2654,2456,2581,4607,14509,5372,2911,2395,3411,14089,2961,35.0,34.0,7.0
2764,5599,234,297,360,314,678,1883,725,450,300,554,2029,410,34.0,36.0,7.0
2765,131778,8582,12961,10380,8967,14915,55805,16265,8145,6970,9411,40791,8550,42.0,31.0,6.0
2766,12972,788,929,801,746,1401,4665,1810,1028,695,1207,4740,974,36.0,37.0,8.0
2767,21839,1403,1996,1715,1570,2984,9668,2408,1088,1052,1526,6074,1198,44.0,28.0,5.0
2768,508313,24833,25803,30287,37081,78049,196053,64518,25101,22282,30525,142426,18566,39.0,28.0,4.0
2769,47205,2634,2459,2281,2542,5736,15652,7100,3294,3046,3848,17288,2576,33.0,37.0,5.0
2770,7777,487,520,499,485,905,2896,1049,421,368,501,2339,356,37.0,30.0,5.0
2771,63247,3002,3454,3840,3711,7394,21401,9413,4498,3438,5262,22611,3230,34.0,36.0,5.0
2772,43315,2160,2226,1749,2048,4196,12379,5367,3176,3254,6497,18294,4614,29.0,42.0,11.0
2773,8481,476,489,439,500,1111,3015,959,665,238,528,2390,392,36.0,28.0,5.0
2774,18166,980,938,987,884,1978,5767,2572,1385,1212,1813,6982,1669,32.0,38.0,9.0
2775,14415,688,1296,943,983,1690,5600,1448,559,707,1055,3769,573,39.0,26.0,4.0
2776,12152,810,1101,780,691,1410,4792,1249,646,617,809,3321,685,39.0,27.0,6.0
2777,6414,379,455,264,446,737,2281,714,391,360,489,1954,351,36.0,30.0,5.0
2778,52182,3169,3012,3006,3337,6383,18907,5765,2736,2434,3306,14241,2868,36.0,27.0,5.0
2779,120288,8868,16876,8988,8098,12792,55622,10163,4882,4186,5321,24552,4366,46.0,20.0,4.0
2780,20512,1289,1473,1225,1423,2346,7756,2297,1479,1311,1727,6814,1337,38.0,33.0,7.0
2781,702,38,59,36,46,69,248,93,61,59,96,309,61,35.0,44.0,9.0
2782,334977,19592,21718,21979,25983,43577,132849,34941,16377,12861,16464,80643,12319,40.0,24.0,4.0
2783,20259,1160,1276,1351,1555,2288,7630,2044,1067,870,1241,5222,901,38.0,26.0,4.0
2784,10410,608,569,572,725,1204,3678,1202,704,679,904,3489,580,35.0,34.0,6.0
2785,5020,339,286,225,306,498,1654,614,354,410,547,1925,380,33.0,38.0,8.0
2786,9544,372,554,617,665,1272,3480,1174,670,787,797,3428,561,36.0,36.0,6.0
2787,48504,3776,5527,3199,2996,5156,20654,4463,2594,1987,3117,12161,2092,43.0,25.0,4.0
2788,10694,820,609,546,678,1322,3975,1023,485,499,681,2688,508,37.0,25.0,5.0
2789,7246,409,198,490,455,673,2225,898,572,569,936,2975,547,31.0,41.0,8.0
2790,12651,889,629,614,719,1268,4119,1478,712,862,1091,4143,865,33.0,33.0,7.0
2791,11014,555,662,433,588,1276,3514,1197,622,526,704,3049,434,32.0,28.0,4.0
2792,1860,97,81,76,106,231,591,202,104,167,269,742,167,32.0,40.0,9.0
2793,2307,124,59,93,173,221,670,221,160,145,224,750,163,29.0,33.0,7.0
2794,1106700,57676,80062,90135,91553,150026,469452,124141,56885,50309,58789,290124,42013,42.0,26.0,4.0
2795,15193,1224,1030,836,820,1724,5634,1782,878,725,1027,4412,727,37.0,29.0,5.0
2796,28892,2606,2948,1509,1852,3202,12117,2964,1496,1261,2135,7856,1422,42.0,27.0,5.0
2797,20961,1336,1157,1126,1412,2420,7451,2244,1398,953,1794,6389,1377,36.0,30.0,7.0
2798,39731,1983,1993,2274,2309,5463,14022,6305,2938,2443,2541,14227,1030,35.0,36.0,3.0
2799,63357,3886,3303,3613,4784,9072,24658,6822,2648,2875,3070,15415,1850,39.0,24.0,3.0
2800,36343,2147,2369,2674,3062,4466,14718,3601,1733,1568,1926,8828,1337,40.0,24.0,4.0
2801,576496,40912,68833,40719,41492,65632,257588,45503,20126,15500,22075,103204,16380,45.0,18.0,3.0
2802,29306,1667,1417,1593,1766,4085,10528,3139,1590,1131,1588,7448,845,36.0,25.0,3.0
2803,155577,8370,9880,8842,9576,15623,52291,13960,7623,8178,15275,45036,12817,34.0,29.0,8.0
2804,2700,189,82,111,144,321,847,328,206,178,300,1012,189,31.0,37.0,7.0
2805,244101,13614,17507,18555,18675,30498,98849,27293,13220,10998,14452,65963,11422,40.0,27.0,5.0
2806,36825,2621,3131,1720,1964,4148,13584,5631,3075,2689,3473,14868,2459,37.0,40.0,7.0
2807,36054,1986,2295,1730,1679,3776,11466,5588,3122,2629,4043,15382,3525,32.0,43.0,10.0
2808,30576,1848,1968,1552,1716,3627,10711,4429,2589,2369,3095,12482,2262,35.0,41.0,7.0
2809,160985,12047,17346,11092,10413,18942,69840,22656,11007,9393,11423,54479,8860,43.0,34.0,6.0
2810,6203,248,273,282,263,672,1738,995,597,514,819,2925,547,28.0,47.0,9.0
2811,48816,2356,2559,2750,3063,6669,17397,7691,3754,3025,3822,18292,2688,36.0,37.0,6.0
2812,6950,378,331,320,335,799,2163,1203,699,627,782,3311,374,31.0,48.0,5.0
2813,25191,1540,1620,1476,1517,3245,9398,3736,1983,1576,2157,9452,1515,37.0,38.0,6.0
2814,28901,1509,1579,1410,1617,3314,9429,4605,2477,2452,2997,12531,1930,33.0,43.0,7.0
2815,26951,1346,1399,1392,1471,3209,8817,3855,2166,2131,3143,11295,2218,33.0,42.0,8.0
2816,59676,3403,4014,3165,2950,6560,20092,9444,5558,4436,6497,25935,4732,34.0,43.0,8.0
2817,58691,3273,3605,3151,3214,7454,20697,9193,4811,4529,5480,24013,4160,35.0,41.0,7.0
2818,43332,2283,2497,2413,2319,4762,14274,6713,3799,3811,4785,19108,3285,33.0,44.0,8.0
2819,55485,2519,2508,3100,3205,6164,17496,8662,4876,4669,6437,24644,4765,32.0,44.0,9.0
2820,32840,1520,1768,1669,1731,3598,10286,4592,2636,2646,3925,13799,2853,31.0,42.0,9.0
2821,105105,7953,6721,7070,6365,11998,40107,13657,7274,6347,8767,36045,7607,38.0,34.0,7.0
2822,15489,714,796,772,711,1857,4850,2298,1214,1187,2188,6887,1551,31.0,44.0,10.0
2823,12802,603,690,510,484,1543,3830,2279,993,975,1370,5617,864,30.0,44.0,7.0
2824,31819,2072,2077,1653,1578,3768,11148,4869,2325,2385,3351,12930,2506,35.0,41.0,8.0
2825,15462,661,821,900,923,1841,5146,2071,1192,1009,1704,5976,1126,33.0,39.0,7.0
2826,229534,6347,15076,33786,28026,36590,119825,27687,11767,10278,12230,61962,8095,52.0,27.0,4.0
2827,74390,3603,4134,3953,4145,9095,24930,11523,5718,5336,8032,30609,5519,34.0,41.0,7.0
2828,4458,197,189,195,101,591,1273,867,336,295,610,2108,424,29.0,47.0,10.0
2829,77319,3556,4057,3440,3536,9127,23716,12198,6488,5559,8745,32990,5513,31.0,43.0,7.0
2830,6524,290,345,374,404,982,2395,1011,516,488,803,2818,500,37.0,43.0,8.0
2831,33149,1705,1601,1389,1441,3828,9964,5429,2804,2616,3788,14637,2555,30.0,44.0,8.0
2832,16435,985,1285,1024,1070,2036,6400,2409,1196,1263,1721,6589,1361,39.0,40.0,8.0
2833,22611,1024,1288,1438,1347,2886,7983,3721,2082,1648,2708,10159,1707,35.0,45.0,8.0
2834,17048,592,1138,1094,1060,2335,6219,2678,1184,1230,1651,6743,1079,36.0,40.0,6.0
2835,55158,2929,3515,3439,2921,6812,19616,8121,4005,3636,5660,21422,4049,36.0,39.0,7.0
2836,29889,1393,2088,1710,1898,3966,11055,4243,2299,1552,2599,10693,1638,37.0,36.0,5.0
2837,29767,1284,1472,1395,1399,3703,9253,4408,2512,2193,3656,12769,2662,31.0,43.0,9.0
2838,7022,307,363,366,358,733,2127,1265,633,624,893,3415,547,30.0,49.0,8.0
2839,12176,674,761,586,480,1415,3916,1817,716,1083,1383,4999,1069,32.0,41.0,9.0
2840,335594,20070,20106,18505,20279,45385,124345,49470,23339,19763,25075,117647,14924,37.0,35.0,4.0
2841,14331,907,621,603,773,1563,4467,2357,1306,902,1530,6095,1155,31.0,43.0,8.0
2842,5131,156,86,220,355,583,1400,879,366,354,646,2245,446,27.0,44.0,9.0
2843,49795,2569,2632,2786,2910,6518,17415,7463,3242,2787,3963,17455,2589,35.0,35.0,5.0
2844,9797,518,743,468,503,993,3225,1597,771,633,1167,4168,668,33.0,43.0,7.0
2845,15181,622,885,828,979,1939,5253,2218,1101,1222,1725,6266,1104,35.0,41.0,7.0
2846,28033,1458,1868,1527,1573,3518,9944,4578,2062,1872,2709,11221,1719,35.0,40.0,6.0
2847,11083,589,725,515,430,1362,3621,1635,888,783,1300,4606,917,33.0,42.0,8.0
2848,1142004,55979,64160,77806,84157,166731,448833,172696,75883,64442,76425,389446,48362,39.0,34.0,4.0
2849,68406,3765,3645,3353,3489,8504,22756,11370,4634,4570,6154,26728,3778,33.0,39.0,6.0
2850,15594,587,720,688,890,1909,4794,2330,954,1455,1863,6602,1190,31.0,42.0,8.0
2851,26109,1127,1469,1315,1624,3604,9139,3875,1873,1624,2739,10111,1788,35.0,39.0,7.0
2852,56277,2995,3150,2936,2978,6320,18379,8212,4226,4517,7018,23973,4228,33.0,43.0,8.0
