,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
285,13056,572,667,906,815,1734,4694,1744,877,1054,1101,4776,622,36,37.0,5.0
286,25770,999,1446,1310,1296,2816,7867,3332,2049,2128,3146,10655,2025,31,41.0,8.0
287,40908,1893,1892,1897,2343,4425,12450,5152,3100,3125,5073,16450,3843,30,40.0,9.0
288,28123,1639,1704,1800,1840,3166,10149,3620,1710,1786,2280,9396,1981,36,33.0,7.0
289,18325,1225,1055,966,1015,2131,6392,2119,1236,1280,1876,6511,1660,35,36.0,9.0
290,4653,158,151,120,207,504,1140,743,359,585,892,2579,338,25,55.0,7.0
291,16900,637,556,637,842,1990,4662,2934,2138,1646,2371,9089,701,28,54.0,4.0
292,4327,214,223,293,289,446,1465,593,252,284,369,1498,384,34,35.0,9.0
293,17747,803,912,1383,1467,2281,6846,2635,1396,1479,2032,7542,906,39,42.0,5.0
294,12084,720,808,658,745,1359,4290,1367,862,816,1160,4205,864,36,35.0,7.0
295,163368,8597,10857,10306,10297,19078,59135,20318,11125,10962,15964,58369,12392,36,36.0,8.0
296,6557,405,468,419,459,761,2512,812,447,462,517,2238,383,38,34.0,6.0
297,11430,658,668,712,640,1256,3934,1422,917,763,1221,4323,873,34,38.0,8.0
298,24359,1292,1321,1865,1942,3534,9954,3454,2132,1734,2243,9563,937,41,39.0,4.0
299,6338,290,235,246,278,665,1714,831,614,663,860,2968,394,27,47.0,6.0
300,569,18,40,54,19,46,177,106,44,67,80,297,17,31,52.0,3.0
301,7804,228,433,622,671,1192,3146,1203,680,593,694,3170,188,40,41.0,2.0
302,2357,125,116,95,61,259,656,275,196,181,280,932,309,28,40.0,13.0
303,29722,1051,2077,2864,2536,4646,13174,4542,2124,2315,2547,11528,805,44,39.0,3.0
304,23769,1037,1053,984,1000,2544,6618,3782,2875,2191,3390,12238,1163,28,51.0,5.0
305,4809,220,265,279,324,518,1606,604,367,358,476,1805,451,33,38.0,9.0
306,285729,16250,18933,20992,20910,38424,115509,35935,17292,15789,20102,89118,12388,40,31.0,4.0
307,10109,426,587,617,788,1075,3493,1175,609,606,986,3376,793,35,33.0,8.0
308,947328,53470,58822,52723,55942,120922,341879,146731,68749,56408,76555,348443,64371,36,37.0,7.0
309,897417,47709,58500,58477,58234,109916,332836,129870,65124,56241,78749,329984,66252,37,37.0,7.0
310,184454,8750,9816,9072,9165,20092,56895,30413,16498,14782,20479,82172,14909,31,45.0,8.0
311,164110,8487,10188,8775,8866,18925,55241,26280,14563,11176,17239,69258,12957,34,42.0,8.0
312,862127,49900,60592,58106,55391,102711,326700,123605,61055,55377,76703,316740,62831,38,37.0,7.0
313,270772,13681,20600,18103,16457,30694,99535,39475,20404,18311,25725,103915,19459,37,38.0,7.0
314,151596,13292,18955,7881,7710,16002,63840,21694,10853,9788,12753,55088,8998,42,36.0,6.0
315,116674,6656,8376,7313,7024,14139,43508,17543,9255,7705,10312,44815,7465,37,38.0,6.0
316,173145,9357,13266,12111,10880,20128,65742,22642,11550,9516,16339,60047,10994,38,35.0,6.0
317,555036,30947,38598,41982,37721,68910,218158,78477,38818,33053,45674,196022,33324,39,35.0,6.0
318,215551,8109,10887,11300,11247,21275,62818,27273,16494,17598,33592,94957,20642,29,44.0,10.0
319,672391,31899,54873,81625,74765,95604,338766,76580,36243,33257,45582,191662,34187,50,29.0,5.0
320,259865,20105,41785,22266,17557,27288,129001,26815,14640,14484,19885,75824,13397,50,29.0,5.0
321,27537,1233,1993,1885,1731,3500,10342,4088,1719,1618,2373,9798,1376,38,36.0,5.0
322,180117,8483,11579,13393,12308,21627,67390,24896,13209,10929,16963,65997,12318,37,37.0,7.0
323,26775,1180,1389,2048,2008,3337,9962,3703,1861,1725,2575,9864,2094,37,37.0,8.0
324,568183,25463,31489,31790,29997,58400,177139,80759,47043,41679,69512,238993,59728,31,42.0,11.0
325,1890416,89903,114806,127204,127613,253595,713121,280455,131574,111771,162732,686532,132229,38,36.0,7.0
326,14458,584,817,952,1019,1819,5191,2017,991,918,1489,5415,1076,36,37.0,7.0
327,173236,5349,7074,6411,6113,13436,38383,20054,14169,14894,35686,84803,30656,22,49.0,18.0
328,141373,5048,5857,5562,5358,11423,33248,16753,11301,11452,27510,67016,22674,24,47.0,16.0
329,203291,11428,11917,12650,12203,26412,74610,30080,14514,12118,18617,75329,10760,37,37.0,5.0
330,356774,14228,17593,17332,17440,35724,102317,43202,22487,24530,55775,145994,51824,29,41.0,15.0
331,68484,3372,4719,4371,4262,8015,24739,9003,4523,5003,7036,25565,5000,36,37.0,7.0
332,35675,1971,2182,2519,2412,4301,13385,4302,1920,2329,4065,12616,3345,38,35.0,9.0
333,16323,724,603,904,883,1890,5004,2360,1194,1413,2181,7148,1484,31,44.0,9.0
334,912043,42999,65337,78122,69526,115632,371616,122006,60665,53199,71602,307472,47036,41,34.0,5.0
335,309924,18732,27257,23907,19945,33618,123459,38691,21700,19045,28514,107950,20584,40,35.0,7.0
336,105015,4662,4800,4505,4763,10861,29591,12843,7644,8467,17709,46663,12475,28,44.0,12.0
337,11675,281,770,886,935,1352,4224,1563,1028,711,1533,4835,883,36,41.0,8.0
338,46113,1804,3052,2783,2718,5849,16206,6609,3116,3513,4336,17574,3031,35,38.0,7.0
339,17191,1244,1401,909,858,1737,6149,2238,1306,1107,2007,6658,1440,36,39.0,8.0
340,13197,593,700,740,789,1691,4513,1608,904,847,1845,5204,1470,34,39.0,11.0
341,16018,795,917,1269,923,2215,6119,2382,1384,898,1858,6522,1198,38,41.0,7.0
342,14238,772,1164,1004,831,1748,5519,2003,1062,938,1453,5456,856,39,38.0,6.0
343,27326,1532,1997,1944,1697,3349,10519,3318,1449,1406,2293,8466,1832,38,31.0,7.0
344,39064,2376,2821,2691,2647,4918,15453,4921,2412,1689,2976,11998,2143,40,31.0,5.0
345,179144,7563,8802,8902,8549,18049,51865,23010,13013,12660,26667,75350,22555,29,42.0,13.0
346,100177,3951,4511,4698,4439,8853,26452,10353,6441,6861,17072,40727,17454,26,41.0,17.0
347,1351087,69508,92160,104942,97465,183243,547318,185683,83986,75244,107629,452542,74396,41,33.0,6.0
348,19483,835,1291,1269,1181,2370,6946,2610,1508,1241,2080,7439,1668,36,38.0,9.0
349,147981,5532,7292,6823,6454,13593,39694,17970,10468,11681,23558,63677,22038,27,43.0,15.0
350,48571,2180,3028,3296,3232,6834,18570,6637,3345,3230,5045,18257,3760,38,38.0,8.0
351,14085,456,671,930,725,1980,4762,2017,954,1338,1849,6158,1139,34,44.0,8.0
352,8684,541,426,602,759,1306,3634,1216,609,464,712,3001,491,42,35.0,6.0
353,326215,13504,16136,16834,16947,35678,99099,41360,21140,22133,46523,131156,38763,30,40.0,12.0
354,700165,28664,35816,38377,37036,73365,213258,85915,47388,50622,106205,290130,82661,30,41.0,12.0
355,285890,22437,48393,22713,18303,30466,142312,30666,16279,15055,21159,83159,12843,50,29.0,4.0
356,39713,1600,2010,2010,2173,4135,11928,5055,3056,3100,5583,16794,3739,30,42.0,9.0
357,8347,518,886,535,634,1202,3775,1145,518,529,672,2864,420,45,34.0,5.0
358,18518,994,1018,1336,1120,2171,6639,2559,1389,1237,2090,7275,1452,36,39.0,8.0
359,363542,15075,18255,19153,18570,37998,109051,46328,26147,25959,51532,149966,43104,30,41.0,12.0
360,343778,13982,17691,18758,17343,33832,101606,41732,24114,23058,53290,142194,43077,30,41.0,13.0
361,155719,6377,7137,7103,6880,14703,42200,20813,12024,11723,23069,67629,23122,27,43.0,15.0
362,2702602,127019,179954,196478,188883,382500,1074834,403530,171160,149426,221248,945364,193074,40,35.0,7.0
363,76745,3085,3744,4688,4639,9823,25979,11812,6458,6518,9942,34730,5850,34,45.0,8.0
364,78435,3604,4073,4274,4064,9515,25530,10930,6237,5906,10122,33195,5866,33,42.0,7.0
365,197591,8465,14704,16911,14552,22857,77489,25375,13347,11772,17250,67744,12672,39,34.0,6.0
366,40228,2357,2405,2567,2362,5046,14737,5160,2519,2478,4190,14347,3562,37,36.0,9.0
367,1290216,69736,107048,113682,99916,181293,571675,174528,78060,62574,86060,401222,57708,44,31.0,4.0
368,325168,18720,22460,23383,22991,46767,134321,43571,18793,16353,24958,103675,15751,41,32.0,5.0
369,1426772,63847,80506,85843,81921,165796,477913,192449,96213,86421,159791,534874,168716,33,37.0,12.0
370,498136,22700,25478,26276,27699,60584,162737,68737,34283,31698,61721,196439,49566,33,39.0,10.0
371,949842,36155,49798,56525,54323,105015,301816,136891,76393,71538,118399,403221,103849,32,42.0,11.0
372,652256,32114,40486,41750,39717,76911,230978,80993,39731,40587,73162,234473,55829,35,36.0,9.0
373,72435,3196,4038,4066,3733,7335,22368,9420,5551,5415,9073,29459,6628,31,41.0,9.0
374,226578,11541,11659,10728,11985,28954,74867,33400,17546,14869,25824,91639,16399,33,40.0,7.0
375,298763,13920,16433,16745,16205,33704,97007,39123,21092,19451,37160,116826,30980,32,39.0,10.0
376,166778,8367,10363,11067,11166,21689,62652,24562,12371,9574,15155,61662,9624,38,37.0,6.0
377,404839,14124,17240,17047,16615,35503,100529,49064,28871,33306,71647,182888,69073,25,45.0,17.0
378,449260,21746,29642,32904,31056,60461,175809,65747,30184,27919,38162,162012,26713,39,36.0,6.0
379,116754,2310,2584,3176,3506,7557,19133,8485,6584,11673,39334,66076,23929,16,57.0,20.0
380,43814,1801,3118,2634,2631,4916,15100,5722,3063,2902,5065,16752,3650,34,38.0,8.0
381,22350,827,1569,1769,1593,2703,8461,2916,1341,1707,2440,8404,1686,38,38.0,8.0
382,15300,637,827,1450,1134,2197,6245,2220,1107,1048,1455,5830,693,41,38.0,5.0
383,518660,23661,31869,30774,27060,54506,167870,69106,38940,39257,67238,214541,54381,32,41.0,10.0
384,31586,1371,1703,2015,2239,4766,12094,5039,2428,2096,2694,12257,1527,38,39.0,5.0
385,63457,2384,3074,3852,4136,7947,21393,8831,4946,4620,7575,25972,4409,34,41.0,7.0
386,24472,1237,1501,1590,1573,3285,9186,3544,1917,1317,2594,9372,1644,38,38.0,7.0
387,18471,1078,943,1044,1264,2015,6344,2590,1245,1213,1825,6873,1170,34,37.0,6.0
388,8313,410,512,523,587,1010,3042,1095,576,413,731,2815,307,37,34.0,4.0
389,11279,529,642,747,684,1557,4159,1392,745,665,1000,3802,664,37,34.0,6.0
390,3251,170,201,238,154,327,1090,468,202,300,421,1391,198,34,43.0,6.0
391,45527,3900,5770,2731,2514,4769,19684,5762,2998,2731,3949,15440,2607,43,34.0,6.0
392,18363,891,1090,1005,1098,2368,6452,2663,1269,1177,2048,7157,982,35,39.0,5.0
393,75099,3806,4394,5384,5738,10752,30074,10014,4470,3822,5455,23761,3177,40,32.0,4.0
394,102623,5687,6230,6870,6498,13766,39051,15091,7649,5024,8528,36292,4837,38,35.0,5.0
395,17272,1121,845,977,971,2235,6149,2152,1095,1252,1631,6130,1099,36,35.0,6.0
396,19014,975,1143,1165,1100,2417,6800,2647,1328,1139,1920,7034,1207,36,37.0,6.0
397,153923,8914,11487,10942,9691,17980,59014,19262,9790,9837,12770,51659,9386,38,34.0,6.0
398,12779,1275,1107,562,717,1403,5064,1699,794,704,1247,4444,909,40,35.0,7.0
399,18411,853,1135,1107,1015,2260,6370,2613,1610,1034,1747,7004,1011,35,38.0,5.0
400,15629,921,701,916,842,1804,5184,2236,1137,1139,1726,6238,1234,33,40.0,8.0
401,34883,2091,1912,2204,2426,5485,14118,4685,2205,1477,2250,10617,1258,40,30.0,4.0
402,73742,8338,11615,5600,4446,7761,37760,7622,3605,3637,4827,19691,2999,51,27.0,4.0
403,22645,1243,1447,1467,1321,2526,8004,2996,1813,1347,2010,8166,1183,35,36.0,5.0
404,23556,998,1703,1685,1797,3205,9388,3291,1663,1352,2107,8413,1354,40,36.0,6.0
405,6503,256,336,606,641,961,2800,899,395,452,476,2222,434,43,34.0,7.0
406,52252,2778,5450,4602,3519,5790,22139,6569,3419,2389,4083,16460,2031,42,32.0,4.0
407,10894,647,575,689,582,1430,3923,1277,774,657,1152,3860,667,36,35.0,6.0
408,114898,8103,10512,7943,7115,14449,48122,14768,7051,5792,9022,36633,5609,42,32.0,5.0
409,65870,3365,3858,3954,4065,8817,24059,9254,4239,4056,6383,23932,4313,37,36.0,7.0
410,12963,598,1050,728,724,1996,5096,2161,893,625,1068,4747,780,39,37.0,6.0
411,285506,15426,23868,25809,21774,34544,121421,33931,17595,16059,23748,91333,16207,43,32.0,6.0
412,11096,1165,2623,1541,886,1048,7263,621,207,236,278,1342,131,65,12.0,1.0
413,24880,1311,1536,1740,1377,3200,9164,3419,1749,1564,2432,9164,1709,37,37.0,7.0
414,235896,12507,13375,13298,14570,34523,88273,36206,15477,13089,19405,84177,9716,37,36.0,4.0
415,123554,13264,22792,11616,8839,13636,70147,10928,5812,5124,7282,29146,4939,57,24.0,4.0
416,3024,120,198,165,142,258,883,328,233,281,359,1201,297,29,40.0,10.0
417,274150,15781,20753,21778,19569,37862,115743,36809,15535,13885,15550,81779,7524,42,30.0,3.0
418,6788,336,341,598,337,775,2387,896,403,433,646,2378,387,35,35.0,6.0
419,739072,39151,48810,53168,53373,108057,302559,108029,47567,39282,52097,246975,29310,41,33.0,4.0
420,43048,2465,3350,2981,2890,5687,17373,5804,2627,2279,3524,14234,2057,40,33.0,5.0
421,45890,2492,2822,3003,2955,5917,17189,5859,2892,2388,3864,15003,2666,37,33.0,6.0
422,143723,8001,8472,9455,10226,20088,56242,19739,8936,8465,10863,48003,6764,39,33.0,5.0
423,17190,969,1092,1041,1038,2175,6315,2309,1157,926,1527,5919,1074,37,34.0,6.0
424,138015,7457,8197,8047,8668,19343,51712,20954,9105,7610,11275,48944,6384,37,35.0,5.0
425,12385,678,600,766,628,1457,4129,1938,1194,695,1416,5243,687,33,42.0,6.0
426,23005,1239,1558,1171,1519,2489,7976,2899,1739,1450,2267,8355,1614,35,36.0,7.0
427,16282,1163,1279,866,836,2101,6245,2133,1128,1194,1760,6215,1125,38,38.0,7.0
428,23397,1143,1283,1339,1275,2913,7953,3360,1549,1742,3030,9681,1436,34,41.0,6.0
429,27023,1410,1782,1677,1744,3237,9850,3616,1758,1618,2400,9392,1813,36,35.0,7.0
430,736066,34055,48654,62131,60798,107921,313559,99788,45112,39759,50865,235524,30881,43,32.0,4.0
431,21063,934,1443,1490,1258,2870,7995,3005,1525,1301,2001,7832,1424,38,37.0,7.0
432,14053,878,854,684,846,1989,5251,1987,1069,1063,1488,5607,971,37,40.0,7.0
433,91522,5689,7572,6551,5855,10672,36339,10788,5303,6027,7575,29693,5395,40,32.0,6.0
434,140152,8432,9062,8529,8912,20373,55308,21306,8924,7081,9813,47124,5134,39,34.0,4.0
435,10405,564,655,584,482,1213,3498,1390,557,818,1089,3854,832,34,37.0,8.0
436,4011,260,108,206,235,678,1487,604,227,244,232,1307,205,37,33.0,5.0
437,57087,3157,3438,3523,3976,8224,22318,8109,3909,2793,4109,18920,2159,39,33.0,4.0
438,19288,890,1232,1180,1001,2232,6535,2618,1346,1375,2120,7459,1597,34,39.0,8.0
439,22502,1197,1375,1464,1437,2686,8159,2906,1540,1329,2056,7831,1397,36,35.0,6.0
440,10757,457,525,825,707,1213,3727,1426,724,546,996,3692,718,35,34.0,7.0
441,24480,965,1129,1094,1010,2488,6686,3191,2073,2194,4062,11520,2544,27,47.0,10.0
442,110306,7014,6776,4457,4720,12420,35387,17984,9409,7040,11577,46010,6660,32,42.0,6.0
443,96471,5587,6949,6111,5739,11973,36359,12482,6447,5623,8695,33247,6623,38,34.0,7.0
444,211300,11929,9810,8591,12267,34775,77372,35179,12089,9792,14919,71979,8504,37,34.0,4.0
445,22328,1253,1527,1343,1267,2473,7863,3031,1449,1442,2539,8461,1710,35,38.0,8.0
446,1010420,55310,74603,85443,81574,148042,444972,140605,59492,51014,66438,317549,42388,44,31.0,4.0
447,29614,1372,1486,1390,1671,3276,9195,3947,2109,2497,4225,12778,2444,31,43.0,8.0
448,3027,203,141,139,107,401,991,498,209,199,290,1196,224,33,40.0,7.0
449,83467,3858,5081,5176,5003,9660,28778,11078,5991,5529,9091,31689,6059,34,38.0,7.0
450,56424,3170,3279,3854,3550,7543,21396,8077,3647,3277,4663,19664,3001,38,35.0,5.0
451,25048,972,1442,1725,1555,2845,8539,3340,1827,1452,2511,9130,1630,34,36.0,7.0
452,16732,605,765,748,1008,1626,4752,1890,1137,1507,2982,7516,1545,28,45.0,9.0
453,889954,52028,57864,57685,61308,134305,363190,133565,53686,43532,51688,282471,27210,41,32.0,3.0
454,43878,2493,3116,2519,2511,5446,16085,5809,2548,2777,4655,15789,3233,37,36.0,7.0
455,192865,10610,12783,12886,12278,25144,73701,26302,11292,10224,15897,63715,10672,38,33.0,6.0
456,8667,145,631,806,619,998,3199,1139,712,653,1075,3579,707,37,41.0,8.0
457,28722,1447,1672,1830,1685,3575,10209,4224,1797,1820,2712,10553,1825,36,37.0,6.0
458,33198,1826,1882,1506,1613,4193,11020,5143,2662,2334,3678,13817,1936,33,42.0,6.0
459,25535,1026,1621,1441,1508,2919,8515,3301,1889,1766,3019,9975,2230,33,39.0,9.0
460,11607,580,719,638,576,1356,3869,1831,821,844,1116,4612,732,33,40.0,6.0
461,217506,14265,14012,12495,12813,31674,85259,33962,13769,11025,15002,73758,8100,39,34.0,4.0
462,150341,7568,10309,11212,11018,19635,59742,20560,9642,7703,10416,48321,7403,40,32.0,5.0
463,9278,575,556,557,531,1353,3572,1175,574,483,885,3117,802,38,34.0,9.0
464,63851,3014,3223,4080,4006,9358,23681,8862,3938,3607,5686,22093,3431,37,35.0,5.0
465,13732,593,741,748,764,1700,4546,1960,1128,867,1400,5355,849,33,39.0,6.0
466,14999,918,621,967,960,1840,5306,1965,765,974,1423,5127,822,35,34.0,5.0
467,15954,735,1108,1002,968,1782,5595,2100,1026,1133,1576,5835,1119,35,37.0,7.0
468,8929,399,787,401,391,1029,3007,1310,658,652,976,3596,421,34,40.0,5.0
469,9800,422,642,530,486,1590,3670,1349,681,638,957,3625,739,37,37.0,8.0
470,28540,1540,1612,1524,1695,3795,10166,4088,2027,1750,2767,10632,1816,36,37.0,6.0
471,18282,1853,1482,911,969,2109,7324,2328,1398,994,1916,6636,1045,40,36.0,6.0
472,10388,492,662,890,940,1267,4251,1229,531,661,784,3205,527,41,31.0,5.0
473,47451,2302,2955,2931,2914,5817,16919,6152,3199,2891,4420,16662,3299,36,35.0,7.0
474,29216,1694,1528,1873,1840,4555,11490,4010,1872,1683,2102,9667,1179,39,33.0,4.0
475,62120,3117,7279,7000,5019,6776,29191,6153,3092,2508,3308,15061,1631,47,24.0,3.0
476,7768,387,395,436,337,846,2401,1069,681,630,1060,3440,628,31,44.0,8.0
477,17857,655,1553,1441,1421,2530,7600,2185,890,939,918,4932,541,43,28.0,3.0
478,113941,7530,15370,9365,7766,12798,52829,12387,6229,5302,7517,31435,5102,46,28.0,4.0
479,31567,2671,4031,1730,1594,3307,13333,3754,1923,2349,3327,11353,1802,42,36.0,6.0
480,21488,1226,1144,1302,1215,2478,7365,2751,1502,1355,2140,7748,1360,34,36.0,6.0
481,14061,547,797,664,726,1528,4262,1929,1236,1181,2040,6386,1254,30,45.0,9.0
482,13675,715,985,982,742,1898,5322,1823,1288,826,1385,5322,714,39,39.0,5.0
483,28600,1272,1816,1486,1751,3689,10014,4206,1783,2141,2851,10981,1729,35,38.0,6.0
484,8558,458,336,591,365,1028,2778,1264,664,646,1038,3612,506,32,42.0,6.0
485,21152,1129,1179,1255,1146,2362,7071,2955,1752,1248,2499,8454,1514,33,40.0,7.0
486,5884,283,316,363,291,693,1946,776,411,338,598,2123,625,33,36.0,11.0
487,22574,1180,1323,1573,1437,2929,8442,3057,1383,1480,2005,7925,1434,37,35.0,6.0
488,26795,1534,1570,1443,1581,3279,9407,3876,2151,2009,2756,10792,1829,35,40.0,7.0
489,8962,579,696,484,493,1162,3414,1234,702,492,889,3317,510,38,37.0,6.0
490,18013,823,1117,755,856,1968,5519,2890,1240,1361,1947,7438,1370,31,41.0,8.0
491,39444,1999,2566,2545,2364,5290,14764,5729,2569,2245,3403,13946,1872,37,35.0,5.0
492,198647,11004,15761,17298,15154,24786,84003,23753,12408,10216,13783,60160,10484,42,30.0,5.0
493,105042,6846,6739,6476,6300,14536,40897,15134,6003,5837,8025,34999,4593,39,33.0,4.0
494,35972,2275,1849,1394,1848,5120,12486,5328,2203,2511,3267,13309,1824,35,37.0,5.0
495,14654,631,711,908,795,2037,5082,2140,1136,841,1595,5712,1005,35,39.0,7.0
496,152399,8914,9396,9395,9970,23696,61371,23443,9419,6598,9585,49045,5182,40,32.0,3.0
497,27027,2317,2304,1630,1656,2990,10897,3493,2235,1314,2359,9401,1528,40,35.0,6.0
498,30343,1120,1528,1697,1681,3592,9618,4264,2389,2223,4034,12910,2207,32,43.0,7.0
499,19141,925,982,1047,1201,2531,6686,2674,1288,1116,1875,6953,1237,35,36.0,6.0
500,17919,1159,947,1005,1059,2346,6516,2763,1316,971,1617,6667,1070,36,37.0,6.0
501,41444,2501,2281,2888,2558,5151,15379,5352,2596,2425,3827,14200,2453,37,34.0,6.0
502,11396,579,804,822,828,1540,4573,1633,837,682,1290,4442,834,40,39.0,7.0
503,21430,864,1012,1303,1208,2192,6579,2834,1851,1549,3084,9318,1642,31,43.0,8.0
504,2140,58,87,87,137,214,583,219,88,225,351,883,337,27,41.0,16.0
505,16354,703,913,820,808,1849,5093,2070,1191,1296,2589,7146,1679,31,44.0,10.0
506,7206,337,288,349,378,708,2060,807,482,596,793,2678,869,29,37.0,12.0
507,201568,11161,17439,18130,14454,23078,84262,24065,12666,12322,15395,64448,10435,42,32.0,5.0
508,88482,5055,5987,5225,4956,11124,32347,13196,6044,5637,7374,32251,4113,37,36.0,5.0
509,5168,313,376,273,375,524,1861,751,323,251,538,1863,311,36,36.0,6.0
510,14037,822,830,907,696,1678,4933,1850,1090,1059,1457,5456,934,35,39.0,7.0
511,8549,503,506,251,535,1024,2819,1029,560,680,1092,3361,769,33,39.0,9.0
512,64192,2957,4065,4147,4038,7858,23065,8348,4025,3994,6646,23013,4137,36,36.0,6.0
513,25625,1456,1889,1343,1342,2683,8713,3530,1971,1535,2998,10034,1794,34,39.0,7.0
514,5832,326,481,681,530,781,2799,758,357,321,411,1847,477,48,32.0,8.0
515,30687,1931,3071,1918,1850,3270,12040,3688,1944,1778,2849,10259,1912,39,33.0,6.0
516,6423,372,332,249,146,798,1897,948,589,602,880,3019,563,30,47.0,9.0
517,1844,92,137,139,94,252,714,223,142,119,242,726,150,39,39.0,8.0
518,25402,1093,1882,2148,2166,3622,10911,3541,1553,1418,2012,8524,1339,43,34.0,5.0
519,8267,514,520,424,369,981,2808,1223,724,509,918,3374,593,34,41.0,7.0
520,16339,626,804,1314,1358,2564,6666,2308,972,1164,1451,5895,1187,41,36.0,7.0
521,8978,477,562,612,377,1052,3080,1156,724,560,933,3373,655,34,38.0,7.0
522,44909,2079,2674,2758,2768,5312,15591,6054,3240,2819,4320,16433,3180,35,37.0,7.0
523,40531,2578,3130,2719,2478,5037,15942,4959,2406,2408,3362,13135,2321,39,32.0,6.0
524,27160,1513,1665,1652,1953,3054,9837,3369,1642,1646,2336,8993,1833,36,33.0,7.0
525,11173,786,960,419,350,850,3365,1181,767,810,2048,4806,1708,30,43.0,15.0
526,6752,252,424,517,397,781,2371,915,488,379,682,2464,605,35,36.0,9.0
527,69433,3872,5159,4676,4416,8433,26556,9165,4774,3748,5755,23442,3877,38,34.0,6.0
528,8036,340,397,400,497,1121,2755,1023,510,487,905,2925,612,34,36.0,8.0
529,8323,298,566,385,427,919,2595,1149,732,685,1084,3650,626,31,44.0,8.0
530,22262,838,799,835,1142,1938,5552,2789,1827,1825,4198,10639,2833,25,48.0,13.0
531,26241,1324,1746,1551,1302,3213,9136,3649,2013,1642,2743,10047,1909,35,38.0,7.0
532,68609,3356,3779,4044,4055,8609,23843,9836,4893,4479,7014,26222,5090,35,38.0,7.0
533,88695,4636,5605,5065,5042,11526,31874,13113,5813,4816,8061,31803,4944,36,36.0,6.0
534,35688,1779,2204,2535,2096,4532,13146,4591,2486,2095,3238,12410,2641,37,35.0,7.0
